,0,1,2,3,4,5
944,0,12,51,18,15,1892
945,0,57,67,704,5,132
946,0,91,61,925,156,447
947,0,0,48,347,44,1893
948,7,2,27,9,726,68
949,0,0,12,171,1894,68
950,0,0,48,142,4,1895
951,0,0,0,0,390,1896
952,0,0,448,82,1,95
953,0,0,69,1897,51,1898
954,0,0,1,1899,833,542
955,0,0,0,390,117,258
956,0,15,6,76,44,1900
957,0,0,2,1901,123,37
958,0,7,6,76,224,320
959,0,0,0,88,2,1902
960,0,0,0,0,1903,1904
961,0,0,0,0,1905,1906
962,0,0,131,9,926,7
963,0,0,0,1907,1908,6
964,0,0,70,403,1909,120
965,0,0,449,1910,340,120
966,1911,19,4,578,72,18
967,0,0,61,100,1912,447
968,0,0,0,312,268,1
969,0,0,0,39,610,8
970,0,0,0,183,610,8
971,64,804,123,193,17,150
972,0,0,0,348,1913,18
973,0,0,64,1914,176,6
974,0,0,0,40,97,1915
975,0,6,47,115,679,8
976,0,0,0,611,6,47
977,0,0,88,44,267,150
978,0,6,47,115,1916,8
979,0,0,1917,1918,612,26
980,0,0,0,613,927,46
981,343,21,98,110,6,614
982,0,0,0,1,610,8
983,7,615,616,39,554,616
984,0,0,0,7,44,1920
985,0,0,0,183,450,613
986,0,0,13,613,1921,8
987,0,0,1,70,15,826
988,0,0,0,1922,43,411
989,0,0,224,771,617,434
990,0,2,234,1923,617,434
991,3,8,618,21,127,16
992,0,0,0,2,1924,1925
993,0,0,0,65,14,31
994,0,0,0,0,562,1926
995,0,0,0,0,1927,118
996,0,0,177,29,928,5
997,0,0,0,0,619,619
998,0,0,2,22,1928,82
999,0,0,0,11,16,619
1000,0,0,0,27,929,620
1001,0,0,0,0,1929,1930
1002,0,0,49,1931,6,694
1003,0,0,34,43,2,3
1004,0,0,0,2,22,525
1005,0,0,0,0,126,853
1006,0,0,0,0,1932,1933
1007,0,0,4,22,1934,8
1008,0,0,0,930,1935,89
1009,0,0,0,0,14,904
1010,0,0,0,1936,1937,1938
1011,0,0,0,0,35,1939
1012,0,0,0,1940,16,189
1013,0,0,57,133,1941,335
1014,0,0,0,0,25,154
1015,0,0,0,112,518,1942
1016,0,0,0,1943,1944,1945
1017,0,0,0,0,621,126
1018,0,0,0,243,146,1946
1019,0,0,0,1947,852,1948
1020,0,0,0,0,1949,51
1021,0,0,57,324,1950,219
1022,0,0,0,514,31,865
1023,0,0,0,5,1951,1952
1024,0,0,0,0,96,451
1025,0,0,0,0,12,931
1026,0,0,0,20,96,451
1027,0,0,0,362,530,1953
1028,0,0,0,0,622,56
1029,0,0,0,177,21,451
1030,0,0,0,0,622,288
1031,0,0,0,203,623,1954
1032,0,191,231,586,254,18
1033,0,0,2,22,1955,38
1034,0,0,0,1956,12,1957
1035,0,0,0,622,56,1958
1036,0,0,0,0,624,624
1037,0,0,0,0,26,1959
1038,0,0,372,1960,1961,1962
1039,0,0,36,59,1963,125
1040,0,0,2,625,12,625
1041,13,932,1964,625,1965,1966
1042,0,22,396,9,302,375
1043,0,0,0,234,28,452
1044,0,0,266,66,43,215
1045,0,22,1967,203,10,1968
1046,0,0,135,2,1969,806
1047,234,28,452,326,444,113
1048,0,0,0,0,194,545
1049,19,1971,20,41,96,1972
1050,0,0,0,7,122,626
1051,0,0,0,15,283,1973
1052,0,0,0,1974,933,1975
1053,0,0,99,96,453,38
1054,0,0,0,554,378,1976
1055,0,0,0,2,22,1977
1056,0,0,0,1978,372,1979
1057,0,0,0,41,1980,934
1058,0,0,0,1981,174,450
1059,0,10,1982,72,243,5
1060,0,0,107,627,935,473
1061,1983,30,60,1984,13,1985
1062,0,0,0,1986,227,839
1063,0,0,0,303,1987,28
1064,0,0,0,0,696,936
1065,0,0,0,3,28,452
1066,0,0,0,266,937,443
1067,0,0,0,0,191,1988
1068,0,0,0,0,0,22
1069,3,28,452,326,444,113
1070,0,0,0,0,194,545
1071,0,0,0,0,122,626
1072,0,0,0,96,524,5
1073,0,0,0,938,121,56
1074,0,0,0,289,10,1989
1075,0,0,13,96,1990,5
1076,0,0,0,8,1991,5
1077,0,0,0,0,135,56
1078,0,0,939,939,11,165
1079,0,0,0,198,269,940
1080,0,0,57,276,67,353
1081,0,0,0,447,547,1992
1082,0,0,0,0,1993,1994
1083,0,0,0,198,1995,940
1084,0,0,10,628,130,1996
1085,0,0,0,328,328,1997
1086,0,0,3,872,4,3
1087,2,1998,629,1999,4,16
1088,0,0,2000,2,2,2001
1089,0,0,0,2002,2,52
1090,0,628,130,10,628,130
1091,0,0,0,0,2003,2004
1092,198,5,348,224,333,14
1093,0,3,178,941,41,718
1094,0,0,33,942,33,942
1095,0,0,0,140,403,170
1096,0,0,0,3,2005,170
1097,0,2006,41,152,33,2007
1098,0,0,140,52,2,802
1099,0,0,0,3,178,941
1100,0,0,0,17,51,59
1101,0,0,2008,58,5,19
1102,0,0,0,160,12,943
1103,0,0,0,0,0,794
1104,0,0,2009,10,235,5
1105,0,0,0,10,247,2010
1106,0,101,2,209,1,750
1107,0,0,25,9,2011,87
1108,0,0,63,57,82,454
1109,0,143,52,2012,47,144
1110,0,0,0,329,95,170
1111,0,0,0,0,1,65
1112,0,0,0,2013,2014,19
1113,0,0,0,0,89,2015
1114,0,0,0,0,160,9
1115,0,0,25,9,34,325
1116,0,0,0,0,2,65
1117,0,0,0,0,2016,35
1118,0,0,0,0,2017,182
1119,0,0,0,7,9,65
1120,1,51,24,26,2,40
1121,147,1,62,538,145,455
1122,0,0,0,0,7,9
1123,0,12,2018,11,139,153
1124,0,0,0,0,95,170
1125,0,0,0,0,0,20
1126,0,0,0,269,2019,454
1127,0,0,0,0,24,944
1128,0,0,0,160,9,3
1129,0,0,0,0,101,1
1130,0,0,0,0,2,65
1131,0,0,851,424,24,26
1132,0,0,0,0,2020,73
1133,0,0,0,1,3,65
1134,0,0,0,0,49,213
1135,0,0,6,10,49,213
1136,0,0,2021,206,49,860
1137,0,0,0,44,2022,24
1138,0,0,0,4,17,945
1139,0,107,241,152,275,946
1140,0,0,0,0,2023,17
1141,0,0,347,534,146,211
1142,0,0,0,0,146,116
1143,0,0,0,22,24,2024
1144,0,0,0,324,220,2025
1145,61,32,415,789,947,125
1146,0,0,0,146,948,2026
1147,0,0,0,0,363,112
1148,0,27,2027,11,548,2028
1149,0,0,0,2029,511,278
1150,0,0,117,456,117,456
1151,0,0,0,2030,27,244
1152,0,0,0,142,10,328
1153,0,0,0,12,943,166
1154,0,0,0,0,2031,2032
1155,0,0,0,20,526,2033
1156,0,0,49,213,49,213
1157,0,0,0,0,112,2034
1158,0,20,326,30,10,2035
1159,0,0,9,134,9,134
1160,0,0,0,0,134,134
1161,0,0,2036,146,73,202
1162,0,0,41,548,520,19
1163,0,0,0,126,566,19
1164,0,0,54,92,10,2037
1165,0,0,0,61,272,226
1166,0,0,225,2,272,226
1167,0,0,0,2,272,226
1168,0,13,59,785,24,630
1169,0,0,17,272,228,28
1170,0,0,63,85,228,28
1171,0,106,945,61,39,2038
1172,0,0,0,232,45,1
1173,0,0,2039,238,445,7
1174,0,0,0,685,49,631
1175,0,0,0,0,2040,1
1176,0,0,0,0,9,2041
1177,0,0,0,0,404,2042
1178,0,0,2043,9,2044,300
1179,0,0,0,949,735,949
1180,0,0,0,6,2045,87
1181,197,7,81,9,950,577
1182,0,0,0,271,41,520
1183,0,0,108,216,108,377
1184,0,0,0,590,208,2046
1185,0,0,0,2047,2048,890
1186,0,0,0,13,146,73
1187,0,0,0,0,142,2049
1188,0,0,951,30,10,2050
1189,0,0,0,0,565,565
1190,0,0,0,0,952,952
1191,0,0,198,5,25,2051
1192,0,0,611,2052,69,47
1193,0,0,0,844,2053,916
1194,0,0,482,47,116,344
1195,0,0,0,564,2054,210
1196,0,0,0,148,2055,4
1197,0,0,0,60,2056,24
1198,0,0,0,239,6,47
1199,0,0,50,96,2057,84
1200,0,0,0,2058,632,953
1201,0,0,0,261,2059,90
1202,0,0,57,2060,328,954
1203,0,0,633,127,105,2061
1204,0,0,4,634,16,38
1205,0,0,0,0,2062,2063
1206,0,0,25,955,100,956
1207,591,275,456,2065,812,956
1208,2066,138,957,77,2067,163
1209,0,0,0,146,394,2068
1210,0,0,0,10,306,307
1211,0,0,0,73,828,90
1212,0,0,0,2069,2070,188
1213,0,0,903,156,27,2071
1214,0,0,148,2,32,167
1215,0,0,0,57,240,958
1216,0,0,0,0,45,2072
1217,0,0,110,582,635,223
1218,0,0,20,45,10,2073
1219,13,530,636,1,4,130
1220,16,6,8,25,15,2074
1221,0,0,0,2075,17,150
1222,0,0,81,762,21,2076
1223,253,185,73,199,2077,572
1224,0,50,215,20,40,2078
1225,0,0,2079,216,2080,103
1226,0,0,0,71,20,2081
1227,0,0,148,2,32,167
1228,0,0,0,57,240,958
1229,0,0,46,205,141,383
1230,0,0,117,2082,2083,2084
1231,0,0,959,960,181,168
1232,0,314,273,961,117,290
1233,0,0,962,181,637,457
1234,0,0,428,141,137,7
1235,0,0,1,4,54,435
1236,0,0,102,102,102,963
1237,0,0,0,0,964,965
1238,0,230,230,230,589,28
1239,0,0,156,32,966,2085
1240,0,0,0,276,67,116
1241,0,0,102,102,240,638
1242,0,0,0,0,35,169
1243,337,128,118,179,179,179
1244,0,0,0,967,53,45
1245,0,0,968,969,970,349
1246,0,0,0,46,639,9
1247,0,0,971,206,26,54
1248,563,71,35,338,973,26
1249,0,0,0,974,334,975
1250,0,0,1,4,811,458
1251,0,0,86,41,116,976
1252,0,0,136,640,977,56
1253,0,0,0,101,262,304
1254,0,0,13,24,26,101
1255,0,0,12,209,978,641
1256,0,232,124,59,979,641
1257,43,13,54,155,74,535
1258,0,0,88,333,25,26
1259,0,0,0,0,4,118
1260,0,0,0,0,229,980
1261,0,0,0,0,981,419
1262,0,0,0,86,482,111
1263,0,0,12,23,6,2087
1264,0,0,957,2088,982,6
1265,0,0,12,23,309,158
1266,0,0,46,2,32,167
1267,0,0,983,2,32,167
1268,0,190,399,2089,19,2090
1269,0,0,0,27,2091,55
1270,0,951,30,2092,2093,597
1271,0,0,640,33,2094,55
1272,0,11,237,2095,162,751
1273,0,2,200,2096,2097,55
1274,0,0,70,408,2098,176
1275,0,0,0,2099,2100,55
1276,0,633,6,15,332,28
1277,0,0,17,287,92,188
1278,0,0,229,980,981,419
1279,0,0,0,0,615,2101
1280,0,342,2102,927,2103,55
1281,0,0,0,0,405,70
1282,0,0,408,2104,12,542
1283,0,0,0,93,350,641
1284,0,0,0,354,133,2105
1285,0,0,0,0,27,2106
1286,0,86,39,984,174,2107
1287,0,3,2108,1,4,6
1288,12,137,75,29,2109,274
1289,0,0,0,0,985,2110
1290,0,10,31,76,982,6
1291,0,0,115,2,32,167
1292,291,36,986,5,987,221
1293,11,988,642,50,621,18
1294,2111,867,64,1,922,55
1295,0,11,390,99,31,2112
1296,1,808,208,402,2113,2114
1297,0,83,89,34,97,55
1298,121,74,2115,396,2116,78
1299,0,60,2117,406,620,406
1300,0,0,25,423,2118,55
1301,160,106,2119,1,643,78
1302,291,36,986,5,987,221
1303,11,988,642,50,621,18
1304,587,2120,121,989,2121,279
1305,2,22,26,9,827,84
1306,0,0,107,929,436,2123
1307,0,515,88,2124,196,55
1308,31,2125,1,3,72,78
1309,83,281,607,263,37,384
1310,22,100,990,39,99,100
1311,0,0,41,20,33,34
1312,0,0,5,294,264,294
1313,0,0,0,0,69,991
1314,2126,192,2,2127,99,2128
1315,7,88,1,2129,260,68
1316,0,25,15,2130,114,8
1317,0,0,0,237,27,498
1318,0,4,2131,170,1,332
1319,0,0,0,10,2132,2133
1320,1,2134,120,94,4,123
1321,0,16,2135,51,2,6
1322,9,62,37,2136,992,42
1323,0,0,433,107,60,2137
1324,0,0,2138,256,60,2139
1325,0,0,0,44,993,994
1326,20,15,2140,77,255,381
1327,0,9,2141,360,249,343
1328,28,15,871,2142,2143,7
1329,0,0,0,0,995,2144
1330,0,0,2145,200,2146,1
1331,0,45,364,2147,2148,138
1332,0,0,0,0,2149,137
1333,15,2150,2151,2152,13,994
1334,13,2153,44,993,349,1
1335,0,0,0,0,349,1
1336,0,32,2154,1,4,124
1337,19,1,42,100,2,27
1338,0,0,146,40,763,27
1339,0,2155,2156,593,2157,7
1340,253,19,91,11,74,196
1341,0,81,1,997,56,288
1342,0,0,125,2158,231,158
1343,2159,2160,2161,2162,11,2163
1344,2165,38,7,6,29,120
1345,0,0,0,0,139,2166
1346,0,0,0,2167,200,431
1347,0,0,0,0,2168,19
1348,0,0,0,4,66,953
1349,0,149,14,889,2169,18
1350,0,4,60,998,999,228
1351,0,0,348,35,2170,2171
1352,0,0,0,0,22,2172
1353,0,0,0,4,54,2173
1354,0,0,0,142,2174,445
1355,0,0,420,2175,82,16
1356,0,4,2176,480,999,228
1357,0,0,314,2177,2178,792
1358,0,204,351,82,11,16
1359,0,0,0,0,204,677
1360,0,0,204,2179,11,16
1361,0,0,0,0,2180,2181
1362,0,0,0,64,33,2182
1363,0,0,0,22,44,2183
1364,0,149,14,2184,97,18
1365,0,0,0,60,2185,445
1366,0,0,761,55,1000,2186
1367,1001,2187,80,2,299,80
1368,0,86,54,2188,2189,796
1369,0,0,86,54,2190,427
1370,1002,10,249,374,203,2191
1371,0,0,0,1002,644,504
1372,0,0,0,0,2192,2193
1373,0,0,0,106,644,2194
1374,0,0,0,106,2195,2196
1375,187,460,252,2197,2198,103
1376,187,460,176,2199,8,105
1377,50,2200,2201,886,35,2202
1378,0,2203,2204,2205,2206,2207
1379,2208,1003,1004,1005,2209,2210
1380,0,2211,2212,1005,2213,2214
1381,0,0,0,106,2215,2216
1382,0,0,0,106,2217,383
1383,187,460,2,80,2218,103
1384,36,2219,2220,645,36,2221
1385,0,490,95,2222,1,105
1386,0,0,0,1,2,3
1387,0,0,0,0,10,2223
1388,0,147,1,225,21,2224
1389,0,0,0,646,68,131
1390,0,0,0,2,52,1006
1391,0,0,0,0,489,1007
1392,164,2225,9,88,333,5
1393,0,0,133,2226,2227,16
1394,0,0,0,307,273,2228
1395,0,0,110,6,76,2229
1396,47,627,2,32,167,2230
1397,0,0,0,0,646,68
1398,0,0,131,2,52,1006
1399,2231,2,22,422,21,42
1400,145,225,1008,93,176,205
1401,2,51,18,15,100,454
1402,0,0,0,1,2232,90
1403,13,59,576,7,75,1009
1404,0,0,2233,237,16,162
1405,0,0,1,647,2234,68
1406,0,156,218,41,264,2235
1407,0,147,2,27,1,533
1408,0,0,0,33,2236,48
1409,0,0,60,1010,98,2237
1410,0,0,0,109,461,461
1411,4,109,461,461,109,2238
1412,0,0,0,107,2239,8
1413,0,16,43,2240,2241,2242
1414,0,0,0,340,2243,462
1415,0,0,0,107,2244,8
1416,0,0,0,14,2245,14
1417,0,281,72,51,648,462
1418,0,0,203,649,30,14
1419,0,201,72,51,78,462
1420,27,2246,5,189,753,995
1421,0,0,0,11,2247,462
1422,203,649,30,14,201,72
1423,0,0,0,0,51,78
1424,0,0,778,326,564,2248
1425,2,47,60,505,9,2249
1426,0,0,200,2250,1,458
1427,2251,210,2252,39,113,2253
1428,0,0,0,91,66,2254
1429,0,7,9,2255,635,18
1430,17,150,11,108,235,582
1431,0,0,83,2256,97,2257
1432,0,0,0,83,3,2258
1433,0,0,9,3,77,228
1434,0,0,0,0,3,463
1435,0,0,0,0,129,709
1436,0,2259,832,34,79,7
1437,0,2260,218,10,139,2261
1438,2262,1011,681,62,165,2263
1439,0,110,6,43,612,2264
1440,2265,139,2266,421,54,300
1441,0,7,10,472,635,18
1442,0,36,313,36,313,83
1443,1,367,368,32,2267,2268
1444,0,0,0,0,2,1
1445,0,650,17,168,870,3
1446,0,0,0,15,2269,19
1447,0,0,0,0,643,1012
1448,0,0,0,0,330,30
1449,0,0,0,2270,2271,4
1450,0,0,0,173,539,2272
1451,292,2274,2275,138,127,18
1452,2276,2277,130,651,208,79
1453,0,0,0,13,178,706
1454,0,2278,15,503,1013,221
1455,0,98,521,2279,2280,193
1456,2,25,26,1,652,42
1457,550,2,3,651,208,79
1458,178,653,7,110,648,79
1459,2281,2,128,26,9,455
1460,0,0,2282,1,652,42
1461,550,2,3,651,208,79
1462,20,2285,13,295,43,2286
1463,0,0,13,178,7,1009
1464,77,12,2,27,10,1014
1465,178,653,7,110,648,79
1466,0,0,0,63,217,2287
1467,0,0,0,2,58,2288
1468,0,0,0,2289,20,2290
1469,0,243,5,110,2291,47
1470,0,0,148,1015,654,1
1471,0,0,0,92,2292,257
1472,0,0,0,231,205,84
1473,0,0,104,280,2293,2294
1474,0,0,0,0,147,1016
1475,0,0,0,2295,1017,185
1476,0,0,0,0,61,132
1477,0,0,0,406,122,127
1478,0,0,1,181,240,132
1479,98,9,305,2296,227,90
1480,0,0,1,2297,34,463
1481,0,0,0,0,1018,2298
1482,0,0,0,119,2299,2300
1483,0,0,0,0,0,2301
1484,0,0,0,9,72,78
1485,0,0,0,11,59,2302
1486,0,2303,58,2304,2305,2306
1487,0,109,109,109,109,4
1488,0,0,0,109,109,109
1489,0,0,109,109,109,4
1490,168,314,273,961,117,290
1491,637,457,428,141,137,7
1492,0,0,1,4,54,435
1493,965,230,230,230,589,28
1494,337,128,118,179,179,179
1495,53,45,968,969,970,349
1496,639,9,971,206,26,54
1497,338,973,26,974,334,975
1498,337,128,118,179,179,179
1499,2307,458,86,41,116,976
1500,640,977,56,101,262,304
1501,2308,13,59,979,212,18
1502,0,0,634,13,1019,1020
1503,0,0,1021,1022,63,15
1504,0,0,149,594,1023,162
1505,0,0,75,350,1024,6
1506,0,0,0,0,2309,816
1507,0,0,0,2310,2311,2312
1508,0,0,0,2,180,296
1509,0,0,0,239,13,1025
1510,0,0,0,0,118,2313
1511,0,0,267,323,31,2314
1512,0,0,239,1,32,415
1513,0,0,0,0,18,19
1514,0,0,0,2315,11,16
1515,0,0,0,0,9,2316
1516,0,292,736,5,10,1026
1517,0,0,63,2317,36,19
1518,0,0,4,144,54,79
1519,0,75,1027,78,18,280
1520,0,0,0,0,2318,2319
1521,0,0,80,138,687,1000
1522,0,0,0,0,2320,84
1523,0,0,0,239,12,1025
1524,0,0,0,2321,11,16
1525,0,162,19,144,2322,105
1526,0,0,634,13,1019,1020
1527,0,0,1021,1022,63,15
1528,0,0,149,594,1023,162
1529,0,0,2323,24,26,81
1530,0,0,0,17,3,2324
1531,0,2325,192,1,153,501
1532,0,0,477,544,210,2326
1533,0,0,1,831,1028,19
1534,0,0,2327,26,351,2328
1535,0,0,0,2329,51,5
1536,0,0,0,0,119,417
1537,0,0,0,20,2330,38
1538,0,0,0,905,60,417
1539,0,0,0,70,9,689
1540,0,2331,12,31,45,464
1541,0,0,0,0,2332,17
1542,0,0,99,2333,83,417
1543,0,172,1,3,69,38
1544,0,0,2334,71,30,2335
1545,0,0,0,0,2336,379
1546,2337,196,10,2338,1,104
1547,0,261,2,21,2339,38
1548,0,0,0,0,172,1
1549,0,0,3,2340,38,359
1550,0,2341,74,51,59,1
1551,0,0,0,65,184,300
1552,36,218,1,1029,1024,6
1553,0,0,0,44,3,933
1554,0,0,595,1,489,699
1555,0,0,172,1,3,431
1556,0,0,0,0,192,485
1557,2342,2343,2344,136,2345,69
1558,0,2346,374,2347,114,69
1559,0,143,1,52,9,2348
1560,0,5,305,100,1,2349
1561,0,4,2350,55,147,69
1562,0,0,0,330,430,2351
1563,0,2352,319,145,2353,319
1564,0,0,0,1,2354,42
1565,0,0,0,13,59,262
1566,0,0,0,2355,1,159
1567,0,0,101,71,584,436
1568,0,2356,30,232,145,632
1569,77,6,296,7,1030,90
1570,0,2,18,15,2357,454
1571,0,0,0,119,76,90
1572,0,0,0,147,1,62
1573,0,0,0,1030,282,3
1574,0,0,0,0,1,2358
1575,0,0,0,0,2359,1031
1576,0,0,2360,2361,320,2362
1577,0,0,0,0,2363,1031
1578,0,1032,55,7,29,1033
1579,0,0,0,423,2364,446
1580,0,0,787,2365,2366,2367
1581,0,0,2368,40,2369,1034
1582,0,0,0,242,2,2370
1583,1035,161,295,2371,2372,28
1584,0,0,2373,2374,2375,20
1585,0,0,2376,2377,2378,2379
1586,0,0,2380,2381,427,842
1587,0,0,0,0,2382,244
1588,0,0,655,2383,13,16
1589,0,0,0,2384,722,2385
1590,0,2386,223,656,1036,1037
1591,0,0,0,238,1038,20
1592,0,0,0,0,238,1038
1593,0,0,0,2387,47,191
1594,0,0,0,2388,427,2389
1595,0,0,0,0,173,2390
1596,0,0,0,10,2391,18
1597,0,0,0,0,924,168
1598,13,873,443,29,214,7
1599,0,0,0,0,48,2393
1600,623,2394,54,7,29,351
1601,0,0,2395,40,2396,1034
1602,0,0,2397,656,1036,1037
1603,0,0,0,20,616,308
1604,0,0,0,41,331,19
1605,0,0,0,587,767,2398
1606,0,0,0,0,0,2399
1607,0,0,0,2400,4,465
1608,0,0,0,354,623,2401
1609,0,0,657,13,16,94
1610,0,0,0,0,173,2402
1611,0,0,0,0,0,2403
1612,0,0,0,140,5,448
1613,0,2404,2,22,289,8
1614,0,0,112,112,5,609
1615,13,30,143,177,29,8
1616,65,53,30,1,31,658
1617,0,0,0,1039,466,2405
1618,0,0,0,342,163,1040
1619,0,0,0,7,1,467
1620,0,0,0,1039,466,2406
1621,0,0,342,163,1040,655
1622,0,0,0,0,33,468
1623,0,14,64,33,468,289
1624,50,177,29,928,13,30
1625,0,0,0,0,154,14
1626,0,0,0,0,33,468
1627,0,484,14,64,93,468
1628,0,50,30,177,2407,2408
1629,0,0,0,49,212,14
1630,0,0,0,140,5,448
1631,348,2,22,289,2409,8
1632,0,112,112,177,29,609
1633,0,1041,2,22,143,8
1634,0,0,655,7,1,467
1635,0,65,30,1,31,658
1636,0,0,2410,7,1,467
1637,0,0,0,0,154,14
1638,0,0,28,8,156,2411
1639,49,68,4,2412,455,204
1640,0,0,2413,69,69,26
1641,2414,2,2415,2416,602,204
1642,46,267,989,40,2417,90
1643,0,2418,70,1,31,162
1644,0,0,0,1042,1043,659
1645,0,0,334,2419,84,204
1646,0,0,147,124,1044,1045
1647,0,1,36,387,10,335
1648,0,0,0,2420,2421,2422
1649,0,0,412,13,2423,2424
1650,0,0,142,2425,4,2426
1651,0,0,0,12,2427,186
1652,0,0,0,1042,2428,2429
1653,0,0,2430,2431,84,204
1654,0,0,0,2432,2433,2434
1655,0,0,0,1,2435,2436
1656,0,2437,1043,4,659,111
1657,2438,17,22,309,499,2439
1658,0,0,0,0,2440,19
1659,0,83,56,253,5,528
1660,0,0,0,107,12,431
1661,0,0,0,17,124,660
1662,0,0,2441,56,598,532
1663,0,0,1,660,315,288
1664,0,0,0,531,17,1046
1665,0,232,152,2442,29,217
1666,0,0,50,4,20,471
1667,0,0,0,1,56,8
1668,0,11,5,650,2,56
1669,0,0,534,12,287,2443
1670,0,18,350,108,257,1047
1671,0,0,207,9,10,2444
1672,0,0,0,17,124,661
1673,0,11,5,650,7,81
1674,0,65,152,17,206,38
1675,33,151,8,8,529,100
1676,91,39,75,5,3,120
1677,0,0,17,2445,2446,662
1678,0,0,0,2447,51,56
1679,0,171,1,287,2448,18
1680,0,0,0,66,580,1
1681,0,0,401,4,558,2449
1682,91,39,75,5,3,2450
1683,0,0,0,64,7,1048
1684,0,0,0,143,2,2451
1685,0,0,0,0,0,1
1686,0,0,0,0,2452,55
1687,0,0,0,160,2453,2454
1688,0,0,0,13,56,2455
1689,0,207,261,2,31,869
1690,0,0,0,0,2456,465
1691,663,248,2457,7,65,30
1692,0,0,437,1049,8,56
1693,0,0,13,56,12,56
1694,30,7,12,662,2458,8
1695,0,0,48,4,877,84
1696,0,0,0,261,3,8
1697,0,0,0,0,91,10
1698,0,0,0,0,2459,239
1699,144,1050,2460,2461,601,17
1700,0,0,1051,19,453,38
1701,0,0,2462,2463,104,10
1702,0,0,0,0,2464,2465
1703,0,41,2466,2467,235,6
1704,0,0,0,2468,256,2469
1705,0,0,192,4,23,2470
1706,0,0,519,21,2471,2472
1707,61,29,2473,36,37,384
1708,0,0,0,4,3,349
1709,0,0,0,13,2474,1052
1710,0,61,840,2475,7,897
1711,0,0,61,187,938,2476
1712,0,0,0,287,2477,392
1713,0,292,2478,6,76,1007
1714,0,0,33,879,3,2479
1715,0,0,336,88,2480,2481
1716,0,0,75,9,2482,2483
1717,0,0,0,0,0,2484
1718,0,0,0,492,1053,2485
1719,0,0,0,33,435,463
1720,0,0,0,1,2486,37
1721,0,0,0,2,11,463
1722,0,0,1027,22,2487,2488
1723,0,0,0,28,158,7
1724,0,0,0,15,2489,84
1725,51,724,2490,559,47,351
1726,0,2491,1018,3,748,90
1727,0,15,2492,499,2493,82
1728,0,0,74,26,2494,8
1729,0,0,17,2495,312,136
1730,0,379,47,40,163,664
1731,0,0,389,83,407,79
1732,0,0,2496,11,74,236
1733,0,135,2497,358,2498,711
1734,347,290,129,1054,117,290
1735,0,814,420,2499,1055,586
1736,0,363,189,935,77,271
1737,0,0,129,13,295,202
1738,0,155,13,290,41,236
1739,5,605,253,323,6,917
1740,2502,99,1056,94,888,90
1741,0,0,0,24,944,172
1742,0,0,0,5,2503,54
1743,0,0,389,199,407,79
1744,0,0,17,129,2504,1057
1745,0,0,2505,254,661,607
1746,0,0,2506,815,407,79
1747,7,101,9,13,74,236
1748,0,0,2507,71,343,169
1749,0,0,0,0,2508,132
1750,0,0,0,2509,25,497
1751,0,12,32,368,2,32
1752,0,0,0,2510,196,2511
1753,0,0,250,113,712,103
1754,0,0,0,1058,2512,4
1755,0,0,39,2,2513,2514
1756,0,0,0,0,2515,73
1757,0,0,1,71,33,2516
1758,0,0,2517,138,2518,447
1759,0,875,876,416,1059,8
1760,0,0,0,0,1,428
1761,0,0,0,0,1059,2519
1762,0,0,0,0,67,947
1763,0,0,0,2520,4,2521
1764,0,131,129,536,2522,8
1765,0,2,1060,1061,1051,19
1766,0,0,2523,68,1,168
1767,0,0,0,86,125,665
1768,0,2,258,42,82,1
1769,0,0,0,207,135,23
1770,0,0,0,259,1062,617
1771,0,0,0,9,2524,120
1772,0,0,0,86,125,583
1773,0,0,2,45,2525,1
1774,0,0,271,2526,12,31
1775,0,0,0,0,910,210
1776,0,0,0,216,632,743
1777,0,0,0,0,2527,636
1778,0,0,50,1,201,34
1779,0,0,0,1063,12,2528
1780,0,0,0,0,277,666
1781,0,0,0,60,265,1064
1782,0,73,948,2529,654,59
1783,0,0,0,849,4,2530
1784,0,0,0,6,43,18
1785,0,0,2531,422,2532,277
1786,0,0,2533,2534,1055,361
1787,0,0,0,0,2535,2536
1788,0,0,0,86,125,1065
1789,0,0,0,1,1028,19
1790,0,0,0,0,502,2537
1791,0,0,0,1060,32,559
1792,0,50,30,119,2538,2539
1793,0,0,0,1063,49,1066
1794,0,277,666,60,265,1064
1795,0,0,740,1016,11,6
1796,0,0,0,0,27,636
1797,0,0,50,155,201,34
1798,0,0,117,1,209,397
1799,0,0,0,0,27,644
1800,0,0,0,44,3,233
1801,0,0,0,40,327,1066
1802,0,0,510,459,237,934
1803,0,11,162,1,333,55
1804,0,0,108,572,108,422
1805,0,0,130,34,79,7
1806,0,0,0,2540,9,2541
1807,0,0,0,1,32,415
1808,0,0,0,17,807,24
1809,0,0,0,1,62,56
1810,0,245,416,39,121,16
1811,0,0,2542,58,4,16
1812,0,0,1,4,171,260
1813,0,0,281,53,45,512
1814,0,0,0,277,693,2543
1815,0,0,0,0,2544,5
1816,0,0,160,2,52,556
1817,0,0,39,396,2545,42
1818,0,0,0,449,1067,19
1819,536,100,1,2546,2547,2548
1820,95,111,78,321,45,507
1821,0,0,0,4,209,2549
1822,0,0,0,0,2550,2551
1823,0,0,2552,1,512,68
1824,0,0,0,299,24,202
1825,0,2,200,159,2553,16
1826,0,0,0,0,358,1008
1827,4,2554,16,1,114,8
1828,0,0,1068,329,85,16
