,lyric,label
767,모래 위 떨린 손끝으로,0
768,날 향해 웃어주는 입술,0
769,끝 모양과 저 달보다,0
770,사랑스러운 두 눈을 가진 네가,0
771,다정히 내 이름을,0
772,부르면 내 마음이,0
773,녹아내려 언제나,0
774,나 하날 위해 준비된,0
775,선물 같아 널 안으면,0
776,잠들지 않는 바다 위를,0
777,너와 함께 걷는 거 같아,0
778,하늘 아래 너와 나,0
779,남은 내 모든 날을 너에게,0
780,다 줘도 안 아까워,0
781,이제서야 내가,0
782,사랑에 눈을 뜬 건 가봐,0
783,경험하지 못했고,0
784,믿기지 않는 일만,0
785,일어나고 있는 거 아니,0
786,5월에 피는 봄꽃 처럼,0
787,내 사랑도 피어나,0
788,부는 바람에 살며시 실어 보내,0
789,다정히 내 이름을,0
790,부르면 내 마음이,0
791,녹아내려 언제나,0
792,나 하날 위해 준비된,0
793,선물 같아 널 안으면,0
794,잠들지 않는 바다 위를,0
795,너와 함께 걷는 거 같아,0
796,하늘 아래 너와 나,0
797,설레는 지금이,0
798,꿈이 아닌 걸 알잖아,0
799,난 더 바랄 게 없어,0
800,먼 훗날 내 생애,0
801,아주 작은 소리로,0
802,귓가에 말할 거야,0
803,내 곁에 머물러줘서,0
804,마음 다해 고맙다고,0
805,어떤 말로도 표현 못 할,0
806,내 인생의 전부였다고,0
807,이 순간 너를 꼭 안고,0
808,고백할게 언제나,0
809,우리 모든 날들과,0
810,별빛 아래 우리 그림자,0
811,제일로 특별하다고,0
812,길고 긴 겨울 끝을 지나,0
813,너의 앞에 서있는 지금,0
814,선명한 목소리로,0
815,널 사랑한다고,0
816,말할게,0
817,외로운 날들이여 모두 다 안녕,0
818,어제의 너는 바람을 타고 멀리,0
819,후회도 없이 미련 없이 날아가,0
820,거울에 비친 너의 모습이 슬퍼,0
821,늘 웃음 짓던 예전의 넌 어디에 있니,0
822,저 파란 하늘 눈부신 별들도,0
823,모두 다 너를 위해 있잖니,0
824,더 이상 네 안에 그 일은 없던 일,0
825,그래서 아픈 기억 모두 버려야할 일,0
826,눈물짓지 마 새로운 오늘을,0
827,외로운 날들이여 모두 다 안녕,0
828,어제의 너는 바람을 타고 멀리,0
829,후회도 없이 미련 없이 날아가,0
830,슬프게 내린 비는 꽃을 피우고,0
831,너의 눈물은 예쁜 사랑을 피울 거야,0
832,슬퍼하지 마 새로운 오늘을,0
833,햇살 가득한 날들이여 안녕,0
834,너의 유리처럼 맑은 미소가,0
835,세상을 환히 웃음 짓게 할 거야,0
836,외로운 날들이여 모두 다 안녕,0
837,어제의 너는 바람을 타고 멀리,0
838,후회도 없이 미련 없이 날아가,0
839,햇살 가득한 날들이여 안녕,0
840,너의 유리처럼 맑은 미소가,0
841,세상을 환히 웃음 짓게 할 거야,0
842,그림 같은 집이 뭐 별거겠어요,0
843,어느 곳이든 그대가 있다면,0
844,그게 그림이죠,0
845,빛나는 하루가 뭐 별거겠어요,0
846,어떤 하루던 그대 함께라면,0
847,뭐가 필요하죠,0
848,나 그대가 있지만,0
849,힘든 세상이 아니라,0
850,힘든 세상 이지만 곁에,0
851,그대가 있음을 깨닫고,0
852,또 감사해요 또 기도해요,0
853,내 곁에서 변치 않고,0
854,영원하길 기도 드리죠,0
855,무려 우리 함께 눈뜨는 아침과,0
856,매일 그댈 만나 돌아오는 집 앞,0
857,나 만의 그대 나의 그대,0
858,내겐 사치라는걸,0
859,과분한 입맞춤에 취해,0
860,잠이 드는 일,0
861,그래 사치 그댄 사치 내겐 사치,0
862,행복이란 말이 뭐 별거겠어요,0
863,그저 그대의 잠꼬대 마저 날,0
864,기쁘게 하는데,0
865,사랑이란 말이 뭐 별거겠어요,0
866,그저 이렇게 보고만 있어도,0
867,입에서 맴돌죠,0
868,나 그대가 있지만,0
869,거친 세상이 아니라,0
870,거친 세상 이지만,0
871,내겐 그대가 있음을 깨닫고,0
872,또 다짐하죠 또 약속하죠,0
873,그대 곁에 변치않고,0
874,영원하길 약속할게요,0
875,무려 우리 함께 눈뜨는 아침과,0
876,매일 그댈 만나 돌아오는 집 앞,0
877,나 만의 그대 나의 그대,0
878,내겐 사치 라는걸,0
879,과분한 입맞춤에 취해,0
880,잠이 드는 일,0
881,그래 사치 그댄 사치 내겐 사치,0
882,내가 상상하고,0
883,꿈꾸던 사람 그대,0
884,정말 사랑하고 있다고,0
885,나 말 할 수 있어서,0
886,믿을 수 없어,0
887,정말 믿을 수 없어,0
888,내가 어떻게 내가 감히,0
889,사랑할 수 있는지 말야,0
890,무려 우리 함께 잠드는 이 밤과,0
891,매일 나를 위해 차려진 이 식탁,0
892,나 만의 그대 나의 그대,0
893,내겐 사치 라는걸,0
894,과분한 입맞춤에 취해,0
895,잠에 드는 일,0
896,그래 사치 그댄 사치 내겐 사치,0
897,너와 있을 땐 내게,0
898,신기한 변화가 있는데,0
899,자꾸 미소 짓게 돼,0
900,아무 일도 없는데,0
901,자꾸 마법에 걸려,0
902,밤을 새워도 안 졸려,0
903,다른 생각 지워져,0
904,심장 소리는 커져,0
905,사랑이 참 쉬워져,0
906,그래서 빠지고 빠져 점점 너에게,0
907,마신 게 하나도 없는데,0
908,너와 있을 때마다 이래,0
909,날 보는 네 눈빛 때문에,0
910,너는 정말 특별해,0
911,전혀 독하지 않은데,0
912,낮에 별이 뜨게 해,0
913,한 모금 마셨는데,0
914,자꾸 마법에 걸려,0
915,밤을 새워도 안 졸려,0
916,다른 생각 지워져,0
917,심장 소리는 커져,0
918,사랑이 참 쉬워져,0
919,그래서 빠지고 빠져 점점 너에게,0
920,마신 게 하나도 없는데,0
921,너와 있을 때마다 이래,0
922,날 보는 네 눈빛 때문에,0
923,근데 마실 때마다 자꾸 길을 잃어,0
924,자고 일어나도 깨지가 않아,0
925,근데 이 기분 싫지가 않아,0
926,이 술 이름은 도대체 뭐니,0
927,마신 게 하나도 없는데,0
928,너와 있을 때마다 이래,0
929,날 보는 네 눈빛 때문에,0
930,다시 태어난다면 다시 사랑한다면,0
931,그때는 우리 이러지 말아요,0
932,조금 덜 만나고 조금 덜 기대하며,0
933,많은 약속 않기로 해요,0
934,다시 이별이 와도 서로 큰 아픔 없이,0
935,돌아설 수 있을 만큼,0
936,버려도 되는 가벼운 추억만,0
937,서로의 가슴에 만들기로 해요,0
938,이젠 알아요 너무 깊은 사랑은,0
939,외려 슬픈 마지막을 가져 온다는 걸,0
940,그대여 빌게요 다음 번의 사랑은,0
941,우리 같지 않길 부디 아픔이 없이,0
942,나,0
943,꼭 나보다 더 행복해져야만 해,0
944,많은 시간이 흘러 서로 잊고 지내도,0
945,지난 날을 회상하며,0
946,그 때도 이건 사랑이었다고,0
947,말할 수 있다면 그걸로 된 거죠,0
948,이젠 알아요 너무 깊은 사랑은,0
949,외려 슬픈 마지막을 가져 온다는 걸,0
950,그대여 빌게요 다음 번의 사랑은,0
951,우리 같지 않길 부디 아픔이 없이,0
952,이젠 알아요 영원할 줄 알았던,0
953,그대와의 사랑마저 날 속였다는 게,0
954,그보다 슬픈 건 나 없이 그대가,0
955,행복하게 지낼 먼 훗날의 모습,0
956,나,0
957,내 마음을 하늘만은 알기를,0
958,술 취해 눌러버린 전화번호 실수로 눌러버린 통화 버튼,0
959,기억이 나지 않아 내 술버릇 눈뜨면 또다시 후회뿐인 내 맘,0
960,막막했던 그날 그 차 안 말이 없던 우리 사이보다 좀 더 멀어진 것만 같아,0
961,술버릇 술버릇 술버릇 술버릇,0
962,우린 끝난 거잖아 나도 알고 있단 말야,0
963,술버릇 술버릇 술버릇 술버릇,0
964,술버릇 아니 너를 잊지 못한 나의 버릇,0
965,내가 이렇게 아픈데 그댄 어떨까요,0
966,원래 떠나는 사람이 더 힘든 법인데,0
967,아무 말하지 말아요 그대 마음 알아요,0
968,간신히 참고 있는 날 울게 하지 마요,0
969,이별은 시간을 멈추게 하니까,0
970,모든걸 빼앗고 추억만 주니까,0
971,아무리 웃어 보려고 안간힘 써 봐도,0
972,밥 먹다가도 울겠지만,0
973,그대 오직 그대만이,0
974,내 첫사랑 내 끝사랑,0
975,지금부터 달라질 수 없는 한 가지,0
976,그대도 나처럼 잘못했었다면,0
977,그 곁에 머물기 수월했을까요,0
978,사랑해 떠난다는 말 과분하다는 말,0
979,코웃음 치던 나였지만,0
980,그대 오직 그대만이,0
981,내 첫사랑 내 끝사랑,0
982,지금부터 그대 나를 잊고 살아도,0
983,그대만이 영원한 내 사랑,0
984,나는 다시는 사랑을 못할 것 같아요,0
985,그대가 아니면,0
986,나의 마음 알고 있었니,0
987,정말로 너만을 생각하며,0
988,지냈던 날들,0
989,하지만 너에 대한,0
990,마음이 커지면 커질수록,0
991,나는 더욱더,0
992,힘들어 해야만 했어,0
993,불안에 떨어야만 했어,0
994,이제는 내 자신이 지쳤어,0
995,너를 볼 자신이 없어,0
996,그래 비겁하게,0
997,너에게 등을 보이고,0
998,도망가려 하는,0
999,내 자신이 너무도 싫어,0
1000,하지만 나는 너무 늦게,0
1001,알아버린 거야,0
1002,내가 너를 좋아한다는 걸,0
1003,알았을 때,0
1004,하지만 그땐,0
1005,너무도 늦어 버렸어,0
1006,모든 게 변해 버렸어,0
1007,나는 너무도 초라했던 내가,0
1008,너에게 말할 용기도 자신도,0
1009,모두 잃어 버렸어,0
1010,하지만 그냥 그게,0
1011,좋았었지 라고,0
1012,생각했던 내가 어리석었어,0
1013,그게 그렇게 힘들 줄은,0
1014,난 정말로 몰랐던 걸,0
1015,이제야 늦게나마 난 깨달았던 거야,0
1016,이 모든 게 너에겐,0
1017,변명으로 들리겠지,0
1018,하지만 내 사랑은 오직 하나,0
1019,너 뿐이었다는 걸,0
1020,그대 이거 하나만은,0
1021,알아줬으면 해,0
1022,나만큼 너를 사랑해 줄,0
1023,사람 없다는 걸,0
1024,이 모든 게 너에겐,0
1025,변명으로 들리겠지,0
1026,하지만 내 사랑은 오직 하나,0
1027,너 뿐이었다는 걸,0
1028,그대 이거 하나만은,0
1029,알아줬으면 해,0
1030,나만큼 너를 사랑해 줄,0
1031,사람 없다는 걸,0
1032,돌아서는 네 모습,0
1033,바라보는 내게,0
1034,더 이상의 슬픔은 없어,0
1035,끝이 된 사랑을 놓지 못해,0
1036,슬픔에 울지 못해,0
1037,내 가슴에 젖은,0
1038,내 친구의 처진 목소리,0
1039,처음부터 어긋나버린,0
1040,끝이 된 사랑얘기,0
1041,내 친구의 아픔을,0
1042,이해 못할 슬픔을,0
1043,달래긴 힘겨워서,0
1044,불러본다 노래,0
1045,진정 네가 사랑했던,0
1046,꽃잎 같은 그녈 위해,0
1047,많은 시간 홀로 지내며,0
1048,준비했던 사랑,0
1049,그 한 송이,0
1050,꽃을 피우기 위해,0
1051,흘러내린 눈물은,0
1052,빛을 바라지 못하고,0
1053,한줌 흙이 되어 날려,0
1054,수많은 날을 밤을,0
1055,한숨으로 보내며 지내며,0
1056,생각의 마지막에,0
1057,어렵게 내려진 결론,0
1058,그건 결코 쉽지 않게 내려진,0
1059,그녈 위한 너를 위한,0
1060,네 사랑의 결별의 종말론,0
1061,언젠가는 이루지 못한,0
1062,너의 둘의 안타까운 사랑이,0
1063,저 하늘의 두 빛으로 만나,0
1064,하늘에 줄을 긋는,0
1065,별똥별이 되어,0
1066,다음 생엔 그 사랑이,0
1067,분명히 이뤄지길 바래,0
1068,내 친구는,0
1069,아직 그녈 사랑해요,0
1070,하지만 그녈 위해,0
1071,내 친구는 떠난대요,0
1072,이런 게 사랑이라,0
1073,생각하면 숨막혀요,0
1074,그래서인지 내 친구는,0
1075,내 친구는,0
1076,아직 그녈 사랑해요,0
1077,하지만 그녈 위해,0
1078,내 친구는 떠난대요,0
1079,이런 게 사랑이라,0
1080,생각하면 숨막혀요,0
1081,그래서인지 내 친구는,0
1082,아직 우나 봐요,0
1083,돌아서는 네 모습,0
1084,바라보는 내게,0
1085,더 이상의 슬픔은 없어,0
1086,끝이 된 사랑을 놓지 못해,0
1087,슬픔에 울지 못해,0
1088,그건 누구에겐 돈,0
1089,더는 못 기다려 줘,0
1090,원래 나는 좀 참을성이 없는 몸,0
1091,솔직한 게 좋은 걸,0
1092,달콤하기만 해도 싫어,0
1093,매너 좋은 거 착한 거는,0
1094,순간 반짝할 거면 시작도 않는 걸,0
1095,나와 똑같아 내 맘 잘 알아줄,0
1096,눈앞에 나타나 줘,0
1097,눈앞에 눈앞에 나타나 줘,0
1098,이해하게 될 걸 너만 나타나면,0
1099,겉만 그런지 진심인지,0
1100,금방 타오른다면 쉽게 꺼지는 걸,0
1101,나와 똑같아 내 맘 잘 알아줄,0
1102,눈앞에 나타나 줘,0
1103,눈앞에 눈앞에 나타나 줘,0
1104,실제론 어떤 느낌인 걸까,0
1105,한 번도 느껴본 적 없는 걸,0
1106,나와 똑같아 내 맘 잘 알아줄,0
1107,눈앞에 나타나 줘,0
1108,눈앞에 눈앞에 나타나 줘,0
1109,잊었니 날 잊어버렸니,0
1110,그 수많은 추억들은 잊어버렸니,0
1111,가슴은 널 향해 팔 벌려,0
1112,오늘도 간신히 버티고 있는데,0
1113,추억이 점점 빛 바래가면,0
1114,너와 거닐던 길에 우두커니 서,0
1115,지우고 또 지우려 해도,0
1116,네 숨결 목소리가 귓가에 들려,0
1117,잊었니 날 잊어버렸니,0
1118,아직 난 널 기다리잖아,0
1119,사랑이 또 울고 있잖아,0
1120,가슴엔 늘 눈물이 고여,0
1121,지워도 자꾸 지우려 해도,0
1122,그대 얼굴이 자꾸 떠오르네요,0
1123,잊었니 날 잊어버렸니,0
1124,아직 난 널 기다리잖아,0
1125,사랑이 또 울고 있잖아,0
1126,가슴엔 늘 눈물이 고여,0
1127,잊었니 날 잊어버렸니,0
1128,아직 난 널 기다리잖아,0
1129,사랑이 또 울고 있잖아,0
1130,가슴엔 늘 눈물이 고여,0
1131,지워도 자꾸 지우려 해도,0
1132,그대 얼굴이 자꾸 떠오르네요,0
1133,지워도 자꾸 지우려 해도,0
1134,그대 얼굴이 자꾸 떠오르네요,0
1135,그대 얼굴이 자꾸 떠오르네요,0
1136,사진을 보다가 반쪽을 찢었어,0
1137,지금 우리처럼 반쪽을 찢었어,0
1138,나 남들처럼 그렇게 널 잊고 싶어서,0
1139,사진을 찢어버렸어,0
1140,편지를 보다가 반쪽을 찢었어,0
1141,거울을 보다가 눈물이 비쳐서,0
1142,한참을 울었어,0
1143,난 눈물로 널 잊고 싶어서,0
1144,그래 잊고 싶어서 편지를 찢었어,0
1145,나 혼자서도 잘해 낼 거라고,0
1146,난 너 없이도,0
1147,잘해 낼 수 있을 거라고,0
1148,만약 네가 딴사람 만나면,0
1149,행복을 빌어줄 거라고,0
1150,난 너 없이도 잘해 낼 거라고,0
1151,난 습관처럼 눈물 흘리진 않는다고,0
1152,내 손 위에 찢겨진 두 장 중에,0
1153,한 장을 태웠어,0
1154,사진을 보다가,0
1155,사랑을 하다가 반쪽을 잃었어,0
1156,사랑을 하다가 나 혼자 남았어,0
1157,한참을 울었어,0
1158,난 눈물로 널 잊고 싶어서,0
1159,그래 잊고 싶어서 편지를 찢었어,0
1160,혼자서도 잘해 낼 거라고,0
1161,난 너 없이도,0
1162,잘해 낼 수 있을 거라고,0
1163,만약 네가 딴사람 만나면,0
1164,행복을 빌어줄 거라고,0
1165,난 너 없이도 잘해 낼 거라고,0
1166,난 습관처럼 눈물 흘리진 않는다고,0
1167,사진 속 멈춰진 시간 그 모든 순간,0
1168,찢겨진 너와 나의 기억과,0
1169,그 아름다운 추억,0
1170,모두 다 빛바랜 기억 속에,0
1171,사진을 보다가,0
1172,이젠 난 너 없이도 잘해 낼 거라고,0
1173,난 습관처럼 눈물 흘리지 않는다고,0
1174,이렇게 다짐하지만,0
1175,잠시 나도 모르게 어느새 널 기다려,0
1176,항상 웃고 있는 너의,0
1177,사진을 보다가,0
1178,나 지금 할 말이 있어서,0
1179,그댈 기다리다 멍하니 서성이죠,0
1180,뭘 모르는 그런 나이는,0
1181,이미 오래전에 지나버렸어도,0
1182,자꾸 떨리는 건 설명할 수 없어요,0
1183,긴 하루 끝에 지친 어깨를 안아주는,0
1184,그대의 목소리라는 걸 알까요,0
1185,혹시 그대 맘도 나와 같을까요,0
1186,나를 아는 사람 중에,0
1187,그렇게 웃어주는,0
1188,사람이 있을까요 그대뿐이죠,0
1189,그대는 어떤가요,0
1190,내가 아는 사람 중에,0
1191,그렇게 사랑스런,0
1192,사람이 있을까요 그대뿐이죠,0
1193,사랑을 시작해요 이렇게,0
1194,다 지나버린 내 어린 시절 그때처럼,0
1195,두근거리는 소리가 들리나요,0
1196,혹시 그대 맘도 나와 같을까요,0
1197,나를 아는 사람 중에,0
1198,그렇게 웃어주는,0
1199,사람이 있을까요 그대뿐이죠,0
1200,그대는 어떤가요,0
1201,내가 아는 사람 중에,0
1202,그렇게 사랑스런,0
1203,사람이 있을까요 그대뿐이죠,0
1204,사랑을 시작해요,0
1205,난 세상에서 어느샌가 어른이 되고,0
1206,더 남은 위로가 내겐 없었죠,0
1207,남은 위로가 내겐 없었죠,0
1208,나를 바라보는 그대가 없다면,0
1209,나만 아는 그대의 눈,0
1210,그렇게 아름다운,0
1211,미소가 있을까요 당신뿐이죠,0
1212,그대는 어떤가요,0
1213,나를 아는 사람 중에,0
1214,그렇게 말해주는,0
1215,사람이 있을까요 그대뿐이죠,0
1216,사랑을 시작해요 영원히,0
1217,울려댔어 사이렌,0
1218,텅 빈 길거리엔,0
1219,도망치다 흘린 칼자루와 피가 흥건해,0
1220,우리 그때 어릴땐,0
1221,그냥 힘쎈 형이 제일로 멋졌었지 그땐,0
1222,그래 우린 살아나왔어 지옥,0
1223,이제 어딜가든 다 비옥,0
1224,수도 없이 맛본 치욕,0
1225,어릴때부터 입에 붙은 쌍욕,0
1226,절대 할 수 없었지 신고,0
1227,할 수 있는게 오직 기도,0
1228,어떻게 느끼겠어 피곤,0
1229,붉게 물들지 않을려 내 흰옷,0
1230,침대가 없어서 엄마랑 잤어,0
1231,매일 밤마다 우는 소리가 들려,0
1232,난 대체 뭘 해야 되는지 몰라서,0
1233,그냥 계속했어 자는 척,0
1234,엄마는 우리를 속였어,0
1235,고작 15000원 때문에,0
1236,엄마 내가 돈 어떻게든 벌어올게,0
1237,이제 남몰래 눈물 흘리지 않아도 돼,0
1238,내 몸 하나 불살라서라도 꺼내줄게,0
1239,난 그 모습 다시 실눈 뜨고 볼 순 없기에,0
1240,울려댔어 사이렌,0
1241,텅 빈 길거리엔,0
1242,도망치다 흘린 칼자루와 피가 흥건해,0
1243,우리 그때 어릴땐,0
1244,그냥 힘쎈 형이 제일로 멋졌었지 그땐,0
1245,그래 우린 살아나왔어 지옥,0
1246,이제 어딜가든 다 비옥,0
1247,수도 없이 맛본 치욕,0
1248,어릴때부터 입에 붙은 쌍욕,0
1249,절대 할 수 없었지 신고,0
1250,할 수 있는게 오직 기도,0
1251,어떻게 느끼겠어 피곤,0
1252,붉게 물들지 않을려 내 흰옷,0
1253,여기서 더 있다간 감방이 내 방,0
1254,종신형이 친구 책가방 안에,0
1255,어린 내가 짝사랑하던 그 여잔,0
1256,김치 냄새 땜에 놀려대길래,0
1257,도시락통을 닫아,0
1258,그런 날 보고 지 점심을 나눠준,0
1259,꼬마가 있었어,0
1260,어느 날 관 속에,0
1261,그 친구의 얼굴을 만지게 됐어,0
1262,울려댔어 사이렌,0
1263,텅 빈 길거리엔,0
1264,도망치다 흘린 칼자루와 피가 흥건해,0
1265,우리 그때 어릴땐,0
1266,그냥 힘쎈 형이 제일로 멋졌었지 그땐,0
1267,그래 우린 살아나왔어 지옥,0
1268,이제 어딜가든 다 비옥,0
1269,수도 없이 맛본 치욕,0
1270,어릴때부터 입에 붙은 쌍욕,0
1271,절대 할 수 없었지 신고,0
1272,할 수 있는게 오직 기도,0
1273,어떻게 느끼겠어 피곤,0
1274,붉게 물들지 않을려 내 흰옷,0
1275,사랑이란 어쩌면 순간의 감정의 나열,0
1276,조건이 다들 붙지 난 뭘 사랑하는가,0
1277,영원이라는 말은 어쩌면 모래성,0
1278,잔잔한 파도 앞에 힘없이 무너져,0
1279,내가 두려운 게 그대이든 그때이든,0
1280,불같이 사랑할래 그댈 지금,0
1281,모든 게 궁금해,0
1282,뭐가 널 행복하게 하는지,0
1283,내 머리맡에 두고 싶어,0
1284,네 모든 걸 다 가르쳐줘,0
1285,저 하늘을 높이 날고 있어,0
1286,그때 니가 내게 줬던 두 날개로,0
1287,이제 여긴 너무 높아,0
1288,난 내 눈에 널 맞추고 싶어,0
1289,네 전부를 함께하고 싶어,0
1290,이제 조금은 나 알겠어,0
1291,사소한 게 사소하지 않게,0
1292,만들어버린 너라는 별,0
1293,하나부터 열까지 모든 게 특별하지,0
1294,너의 관심사 걸음걸이 말투와,0
1295,사소한 작은 습관들까지,0
1296,다 말하지 너무 작던,0
1297,내가 영웅이 된 거라고,0
1298,난 말하지 운명 따윈,0
1299,처음부터 내 게 아니었다고,0
1300,세계의 평화,0
1301,거대한 질서,0
1302,그저 널 지킬 거야 난,0
1303,저 하늘을 높이 날고 있어,0
1304,그때 니가 내게 줬던 두 날개로,0
1305,이제 여긴 너무 높아,0
1306,난 내 눈에 널 맞추고 싶어,0
1307,네 전부를 함께하고 싶어,0
1308,이제 조금은 나 알겠어,0
1309,툭 까놓고 말할게,0
1310,나도 모르게 힘이 들어가기도 했어,0
1311,때론 도망치게 해달라며 기도했어,0
1312,깨달았을 때 나 다짐했던 걸,0
1313,니가 준 이카루스의 날개로,0
1314,태양이 아닌 너에게로,0
1315,네 전부를 함께하고 싶어,0
1316,이제 조금은 나 알겠어,0
1317,넌 운전만 해,0
1318,계속 운전만 해,0
1319,왜 이리 된 걸까 우리 사이가,0
1320,갑자기 어색해졌단 걸,0
1321,왜 달라졌을까 웃음이 말라서,0
1322,함께 있는 게 불편해졌어,0
1323,말없이 그냥 걷기만 해요,0
1324,아무런 말도 없이,0
1325,처음과는 너무 다른 사이,0
1326,말없이 그냥 먹기만 해요,0
1327,부쩍 줄어든 대화 속에,0
1328,침묵이 내려 지금,0
1329,달리는 차 안에 우린 아무 말 없네,0
1330,너는 그렇게 운전만 해,0
1331,난 핸드폰 보네 넌 창밖을 보네,0
1332,난 너무 답답해,0
1333,계속해서 침묵만,0
1334,말없이 그냥 걷기만 해요,0
1335,아무런 말도 없이,0
1336,처음과는 너무 다른 사이,0
1337,말없이 그냥 먹기만 해요,0
1338,부쩍 줄어든 대화 속에,0
1339,침묵이 내려 지금,0
1340,달리는 차 안에 우린 아무 말 없네,0
1341,너는 그렇게 운전만 해,0
1342,난 핸드폰 보네 넌 창밖을 보네,0
1343,난 너무 답답해,0
1344,이 침묵은 깨져야만 해,0
1345,너도 나도 다 알면서도,0
1346,쉽게 뗄 수 없는 입,0
1347,달리는 차 안에 우린 아무 말 없네,0
1348,너는 그렇게 운전만 해,0
1349,난 핸드폰 보네 넌 창밖을 보네,0
1350,난 너무 답답해,0
1351,넌 운전만 해,0
1352,계속 운전만 해,0
1353,운명의 장난일까요,0
1354,내 인생의 숙명일까요,0
1355,사랑해선 안 될 사람,0
1356,내 맘속에 들어왔네,0
1357,매일 그대 생각에,0
1358,목이 메이고,0
1359,두근대는 가슴으로,0
1360,잠 못 이루는 날들아,0
1361,미워요 미워요,0
1362,사랑해선 안 될 사람,0
1363,내 마음 훔쳐가 버린,0
1364,그 사람이 미워요,0
1365,눈에선 멀어져 가도,0
1366,가슴속엔 남아있어요,0
1367,보고 싶다는 말 한마디,0
1368,할 수 없는 내 사랑아,0
1369,내 마음에 찾아와,0
1370,꽃을 피우고,0
1371,속절없이 떠나가면,0
1372,나의 마음은 어이해,0
1373,미워요 미워요,0
1374,사랑해선 안 될 사람,0
1375,내 마음 훔쳐가 버린,0
1376,그 사람이 미워요,0
1377,미워요 미워요,0
1378,사랑해선 안 될 사람,0
1379,내 마음 훔쳐가 버린,0
1380,그 사람이 미워요,0
1381,내 마음 훔쳐가 버린,0
1382,그 사람이 미워요,0
1383,가을 우체국 앞에서,0
1384,그대를 기다리다,0
1385,노오란 은행잎들이,0
1386,바람에 날려가고,0
1387,지나는 사람들 같이,0
1388,저 멀리 가는걸 보내,0
1389,세상에 아름다운 것들이,0
1390,얼마나 오래 남을까,0
1391,한여름 소나기 쏟아져도,0
1392,굳세게 버틴 꽃들과,0
1393,지난 겨울 눈보라에도,0
1394,우뚝 서있는 나무들같이,0
1395,하늘아래 모든 것이,0
1396,저 홀로 설 수 있을까,0
1397,가을 우체국 앞에서,0
1398,그대를 기다리다,0
1399,우연한 생각에 빠져,0
1400,날 저물도록 몰랐네,0
1401,세상에 아름다운 것들이,0
1402,얼마나 오래 남을까,0
1403,한여름 소나기 쏟아져도,0
1404,굳세게 버틴 꽃들과,0
1405,지난 겨울 눈보라에도,0
1406,우뚝 서있는 나무들같이,0
1407,하늘아래 모든 것이,0
1408,저 홀로 설 수 있을까,0
1409,가을 우체국 앞에서,0
1410,그대를 기다리다,0
1411,우연한 생각에 빠져,0
1412,날 저물도록 몰랐네,0
1413,날 저물도록 몰랐네,0
1414,비가 오고,0
1415,네가 생각나,0
1416,비가 오고,0
1417,또 비가 오고,0
1418,슬픈 음악이 흐르면,0
1419,옛 노래처럼,0
1420,네가 생각나,0
1421,네가 생각나,0
1422,비가 오고,0
1423,잠이 안 오고,0
1424,슬픈 음악이 흐르면,0
1425,옛 가사처럼,0
1426,네가 생각나,0
1427,네가 생각나,0
1428,네가 생각나,0
1429,술이 물처럼 넘어가네,0
1430,오늘따라,0
1431,몸이 예전 같지 않은 걸,0
1432,내 마음이 모르나 봐,0
1433,때마침 네가 좋아했던,0
1434,옛 노래도 흐르니,0
1435,위험해 위험해,0
1436,속 시원하게 운다,0
1437,감정을 일절 금했다간,0
1438,한 순간에 훅 가,0
1439,구차하게 내 탓 네 탓,0
1440,이 쓸쓸한 날씨 탓 하긴 싫다,0
1441,마음 편히 널 그리워할래,0
1442,인생 뭐 있냐,0
1443,어차피 알 수 없는 내일인데,0
1444,마음이 약해질 수록 술이 더 세지네,0
1445,이런 내가 싫겠지만 이해해,0
1446,인생 뭐 있냐 몇 장 뒤엔,0
1447,마지막 페이지인데,0
1448,그칠 때만 되면 또 다시 비가 내리네,0
1449,난 잘 지내,0
1450,비가 오고,0
1451,또 비가 오고,0
1452,슬픈 음악이 흐르면,0
1453,옛 노래처럼,0
1454,네가 생각나,0
1455,네가 생각나,0
1456,비가 오고,0
1457,잠이 안 오고,0
1458,슬픈 음악이 흐르면,0
1459,옛 가사처럼,0
1460,네가 생각나,0
1461,네가 생각나,0
1462,네가 생각나,0
1463,다 잊고 싶었지만,0
1464,증발했다고 믿었던,0
1465,추억이 비가 됐나 봐,0
1466,창밖에 쏟아지는 빗방울,0
1467,내 마음을 두드리면,0
1468,엉킨 감정을 풀고,0
1469,다시 이어지는 인연,0
1470,괜찮은 척 해서,0
1471,더 아파야 했던 지난 날,0
1472,이젠 웃으며 맞이하네,0
1473,공허한 밤 혼자 내뱉는 이 넋두리도,0
1474,메아리 치다 지쳐,0
1475,언젠가 끝나겠지 뭐,0
1476,내버려 둬,0
1477,사랑 뭐 있냐,0
1478,어차피 돌아서면 남인데,0
1479,몸이 멀어질 수록,0
1480,멀어지는게 마음인데,0
1481,이런 내가 싫겠지만 이해해,0
1482,사랑 뭐 있냐 몇 장 뒤엔,0
1483,마지막 페이지인데,0
1484,그칠 때만 되면 또 다시 비가 내리네,0
1485,잘 지내,0
1486,비가 오고,0
1487,또 비가 오고,0
1488,슬픈 음악이 흐르면,0
1489,옛 노래처럼,0
1490,네가 생각나,0
1491,네가 생각나,0
1492,비가 오고,0
1493,잠이 안 오고,0
1494,슬픈 음악이 흐르면,0
1495,옛 가사처럼,0
1496,네가 생각나,0
1497,네가 생각나,0
1498,네가 생각나,0
